Marital status,Application mode,Application order,Course,Attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Student ID
Single,Technological specialization diploma holders,1,Communication Design,Daytime,Technological specialization course,120.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Secondary education,Unskilled Workers,Intermediate Level Technicians and Professions,120.0,Yes,No,No,Yes,Male,No,23,No,2,7,8,5,12.2,0,5,9,10,7,12.142857142857142,1,16.2,0.3,-0.92,Dropout,0880
Single,2nd phase - General Contingent,2,Communication Design,Daytime,Secondary education,126.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,129.9,Yes,No,No,Yes,Male,Yes,19,No,0,6,6,6,13.666666666666666,0,0,6,7,5,13.2,0,12.4,0.5,1.79,Graduate,0881
Single,1st phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary education,149.0,Portuguese,Higher education - degree,Higher education - bachelor's degree,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",151.1,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,0882
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,110.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",120.0,No,No,Yes,No,Male,No,31,No,0,6,15,1,11.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,0883
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",130.0,No,No,Yes,No,Male,No,32,No,0,6,8,3,13.0,0,4,10,14,6,11.428571428571429,0,16.2,0.3,-0.92,Dropout,0884
Single,1st phase - Special Contingent (Madeira Island),2,Nursing,Daytime,Secondary education,127.0,Portuguese,Higher education - bachelor's degree,Basic education 2nd cycle (6/7/8th year) or equiv,Administrative staff,Unskilled Workers,119.0,Yes,No,No,Yes,Female,Yes,19,No,0,8,12,7,12.599999999999998,0,0,8,12,7,12.599999999999998,0,10.8,1.4,1.74,Graduate,0885
Single,Transfer,1,Journalism and Communication,Daytime,Frequency of higher education,120.0,Portuguese,Unknown,Unknown,Student,Student,122.0,Yes,No,No,Yes,Female,No,34,No,8,10,11,10,12.2,0,5,10,12,9,12.333333333333334,0,7.6,2.6,0.32,Graduate,0886
Single,1st phase - Special Contingent (Madeira Island),6,Journalism and Communication,Daytime,Secondary education,136.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,10th year of schooling,Student,Student,129.7,Yes,No,No,Yes,Female,No,21,No,0,6,6,6,13.166666666666666,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate,0887
Single,Change of course,2,Social Service,Daytime,Secondary education,110.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",112.5,Yes,No,No,Yes,Female,Yes,53,No,4,7,16,6,11.0,0,2,7,9,7,11.0,0,9.4,-0.8,-3.12,Graduate,0888
Single,1st phase - General Contingent,1,Nursing,Daytime,Secondary education,136.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",136.0,No,No,No,Yes,Female,Yes,19,No,0,7,7,7,14.014285714285714,0,0,8,8,8,15.35,0,13.9,-0.3,0.79,Graduate,0889
Single,1st phase - General Contingent,3,Journalism and Communication,Daytime,Secondary education,145.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",133.1,No,No,No,Yes,Female,Yes,20,No,0,6,9,4,13.0,0,0,6,13,4,11.25,0,10.8,1.4,1.74,Graduate,0890
Single,1st phase - General Contingent,2,Journalism and Communication,Daytime,Secondary education,159.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Unskilled Workers,151.3,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,14.0,0,0,6,6,6,14.666666666666666,0,10.8,1.4,1.74,Graduate,0891
Single,Over 23 years old,1,Animation and Multimedia Design,Daytime,Secondary education,147.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,"Workers in food processing, woodworking, clothing and other industries and crafts","Unskilled workers in extractive industry, construction, manufacturing and transport",133.3,No,No,No,No,Female,No,32,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0892
Single,Change of course,1,Nursing,Daytime,Secondary education,150.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,130.8,Yes,No,No,Yes,Female,Yes,21,No,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,Graduate,0893
Single,Holders of other higher courser,1,Social Services (evening attendance),Evening,Higher education - degree,140.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Other - 11th years of schooling,Unskilled Workers,Administrative staff,140.0,No,No,No,No,Female,No,26,No,0,5,9,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout,0894
Single,Transfer,1,Veterinary Nursing,Daytime,Technological specialization course,150.0,Portuguese,Secondary education,Secondary education,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",150.0,Yes,No,No,Yes,Female,No,26,No,11,18,45,18,11.833333333333334,10,9,13,27,13,12.461538461538462,5,15.5,2.8,-4.06,Graduate,0895
Married,Technological specialization diploma holders,1,Management (evening attendance),Evening,Technological specialization course,130.0,Portuguese,Secondary education,Basic education 1st cycle (4/5th year) or equiv,Administrative staff,Unskilled Workers,130.0,No,No,No,No,Female,No,21,No,0,5,12,3,11.333333333333334,0,0,5,10,1,13.0,0,15.5,2.8,-4.06,Dropout,0896
Single,2nd phase - General Contingent,1,Journalism and Communication,Daytime,Secondary education,120.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",125.3,No,No,No,Yes,Female,No,18,No,0,6,9,6,12.5,0,0,6,9,6,13.0,0,7.6,2.6,0.32,Graduate,0897
Single,Change of course,1,Communication Design,Daytime,Technological specialization course,130.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,124.0,Yes,No,No,Yes,Female,Yes,21,No,4,12,12,12,13.333333333333334,0,5,12,12,11,12.545454545454543,0,15.5,2.8,-4.06,Graduate,0898
Single,1st phase - General Contingent,1,Tourism,Daytime,Secondary education,112.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",113.8,Yes,No,No,Yes,Female,No,21,No,0,6,10,6,10.833333333333334,0,0,6,10,4,11.0,0,7.6,2.6,0.32,Enrolled,0899
Single,2nd phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary education,128.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",124.4,No,No,No,Yes,Female,Yes,19,No,0,6,6,6,13.0,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate,0900
Single,2nd phase - General Contingent,1,Management,Daytime,Secondary education,114.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",107.7,No,No,No,Yes,Female,No,19,No,0,5,7,2,10.0,0,0,5,11,2,14.0,0,10.8,1.4,1.74,Dropout,0901
Single,Change of course,2,Social Service,Daytime,Secondary education,118.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",110.0,No,No,No,Yes,Female,Yes,19,No,0,6,8,6,11.428571428571429,0,0,6,11,5,11.2,0,10.8,1.4,1.74,Graduate,0902
Single,Holders of other higher courser,1,Nursing,Daytime,Higher education - degree,130.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",130.0,Yes,No,No,Yes,Female,No,27,No,0,8,8,8,12.8875,0,0,8,8,8,12.8875,0,9.4,-0.8,-3.12,Graduate,0903
Single,1st phase - General Contingent,2,Nursing,Daytime,Secondary education,145.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Secondary education,Unskilled Workers,Administrative staff,138.8,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,6,12.95,0,0,7,7,6,12.95,0,7.6,2.6,0.32,Graduate,0904
Single,1st phase - General Contingent,2,Management,Daytime,Secondary education,121.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Unskilled Workers,126.3,Yes,No,No,Yes,Female,No,20,No,0,5,12,1,10.0,2,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,0905
Single,1st phase - General Contingent,3,Nursing,Daytime,Secondary education,114.0,Portuguese,Secondary education,Secondary education,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",114.5,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.094285714285714,0,0,8,8,8,12.55,0,12.4,0.5,1.79,Graduate,0906
Single,1st phase - General Contingent,4,Advertising and Marketing Management,Daytime,Secondary education,127.0,Portuguese,Secondary education,Secondary education,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",116.5,Yes,No,No,Yes,Female,No,20,No,0,6,7,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,0907
Single,2nd phase - General Contingent,2,Social Service,Daytime,Secondary education,145.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",128.6,Yes,No,No,Yes,Female,Yes,19,No,0,6,12,5,11.714285714285714,0,0,6,11,6,11.0,0,12.7,3.7,-1.7,Graduate,0908
Single,2nd phase - General Contingent,5,Social Service,Daytime,Secondary education,130.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Secondary education,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",130.0,Yes,No,No,Yes,Female,No,20,No,0,6,8,4,11.25,0,0,6,15,3,10.0,0,9.4,-0.8,-3.12,Enrolled,0909
Single,1st phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary education,150.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,134.6,No,No,No,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0910
Single,1st phase - General Contingent,1,Basic Education,Daytime,Secondary education,145.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",146.8,No,No,No,Yes,Female,No,18,No,0,6,6,6,13.166666666666666,0,0,6,6,6,13.333333333333334,0,7.6,2.6,0.32,Graduate,0911
Single,1st phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary education,128.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Secondary education,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,135.7,Yes,No,No,Yes,Female,No,20,No,0,5,7,4,12.75,0,0,5,5,5,13.4,0,10.8,1.4,1.74,Graduate,0912
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,120.0,No,No,No,No,Female,No,38,No,0,5,6,5,10.6,0,0,5,9,2,11.0,0,12.7,3.7,-1.7,Dropout,0913
Divorced,Over 23 years old,1,Social Services (evening attendance),Evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",138.0,No,No,No,Yes,Female,No,42,No,0,6,8,5,11.2,0,0,6,6,6,12.0,0,8.9,1.4,3.51,Graduate,0914
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",135.5,No,No,No,Yes,Female,No,32,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout,0915
Single,International Student (Bachelor),1,Journalism and Communication,Daytime,Secondary education,120.0,Santomean,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",120.0,Yes,No,No,Yes,Female,No,22,Yes,0,6,6,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,0916
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,147.0,Portuguese,Unknown,Unknown,Other Situation,Other Situation,111.7,Yes,No,No,Yes,Female,No,28,No,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0917
Married,Over 23 years old,1,Social Services (evening attendance),Evening,12th year of schooling - not completed,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Installation and Machine Operators and Assembly Workers,Armed Forces Professions,100.0,Yes,No,No,Yes,Female,No,37,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0918
Married,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,160.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Administrative staff,160.0,No,No,No,Yes,Female,No,43,No,0,6,8,6,14.166666666666666,0,0,6,9,6,15.0,0,15.5,2.8,-4.06,Graduate,0919
Legally Separated,Over 23 years old,1,Social Services (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Secondary education,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",114.8,No,No,No,Yes,Female,Yes,41,No,0,6,10,5,12.833333333333334,0,0,6,6,6,12.333333333333334,0,13.9,-0.3,0.79,Graduate,0920
Divorced,Over 23 years old,1,Social Services (evening attendance),Evening,Basic education 3rd cycle (9/10/11th year) or equiv,140.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Intermediate Level Technicians and Professions,131.0,No,No,No,Yes,Female,Yes,29,No,0,6,11,4,11.75,0,0,6,9,5,10.4,0,10.8,1.4,1.74,Graduate,0921
Single,Over 23 years old,1,Social Services (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,97.0,No,No,No,Yes,Female,Yes,35,No,0,6,8,6,10.833333333333334,0,0,6,7,6,11.5,0,10.8,1.4,1.74,Graduate,0922
Single,2nd phase - General Contingent,6,Social Service,Daytime,Secondary education,131.0,Portuguese,Secondary education,Higher education - degree,Administrative staff,Specialists in Intellectual and Scientific Activities,131.7,Yes,No,No,Yes,Female,No,18,No,0,6,8,4,11.75,0,0,6,8,4,12.25,0,9.4,-0.8,-3.12,Dropout,0923
Single,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle (9/10/11th year) or equiv,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",120.0,No,No,No,No,Female,Yes,39,No,0,7,14,3,11.5,0,0,7,9,2,10.5,0,16.2,0.3,-0.92,Dropout,0924
Divorced,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,120.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,110.0,No,No,No,Yes,Female,No,37,No,0,5,14,2,10.0,0,0,5,7,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,0925
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",133.0,Yes,No,No,Yes,Female,Yes,26,No,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate,0926
Single,Holders of other higher courser,1,Veterinary Nursing,Daytime,Higher education - degree,140.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Complementary high school course,Administrative staff,Other Situation,140.0,Yes,No,No,Yes,Female,No,32,No,0,5,8,1,14.0,2,0,5,12,0,0.0,4,10.8,1.4,1.74,Dropout,0927
Married,Over 23 years old,1,Social Services (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Installation and Machine Operators and Assembly Workers,100.0,No,No,Yes,Yes,Female,No,37,No,3,8,12,7,11.375,0,2,7,10,6,12.166666666666666,0,13.9,-0.3,0.79,Enrolled,0928
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Cleaning workers,"Farmers, livestock keepers, fishermen, hunters and gatherers, subsistence",129.3,Yes,No,Yes,Yes,Female,No,28,No,0,6,17,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Enrolled,0929
Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary education,133.1,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Student,Student,137.0,Yes,No,No,Yes,Female,No,19,No,0,6,10,0,0.0,4,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,0930
Single,1st phase - General Contingent,5,Management,Daytime,Secondary education,125.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",122.2,Yes,No,No,Yes,Female,No,18,No,0,5,9,1,11.0,0,0,5,9,2,12.5,0,7.6,2.6,0.32,Enrolled,0931
Single,1st phase - General Contingent,1,Basic Education,Daytime,Secondary education,115.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Unskilled Workers,108.0,No,No,No,Yes,Female,Yes,19,No,0,7,10,6,13.0,0,0,7,7,7,13.285714285714286,0,12.4,0.5,1.79,Graduate,0932
Married,Holders of other higher courser,1,Advertising and Marketing Management,Daytime,Higher education - degree,110.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",110.0,No,No,No,Yes,Female,No,32,No,4,11,15,8,13.6,0,2,8,10,8,15.11111111111111,0,13.9,-0.3,0.79,Graduate,0933
Married,Over 23 years old,1,Management,Daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,127.7,Yes,No,No,Yes,Female,No,31,No,0,5,8,3,11.0,0,0,5,9,2,11.5,0,7.6,2.6,0.32,Dropout,0934
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,100.0,Portuguese,Higher education - degree,Secondary education,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",121.3,Yes,No,No,Yes,Female,No,34,No,0,8,11,7,11.705714285714285,0,0,8,11,7,11.705714285714285,0,10.8,1.4,1.74,Enrolled,0935
Single,1st phase - General Contingent,3,Animation and Multimedia Design,Daytime,Secondary education,145.0,Portuguese,Secondary education,Secondary education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,140.1,Yes,No,No,Yes,Female,No,20,No,6,12,12,12,13.25,0,4,11,14,11,14.333333333333334,0,8.9,1.4,3.51,Graduate,0936
Single,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle (9/10/11th year) or equiv,133.1,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Unskilled Workers,114.8,No,No,No,Yes,Female,No,28,No,0,7,15,1,10.75,0,0,7,10,1,10.0,0,13.9,-0.3,0.79,Dropout,0937
Single,Technological specialization diploma holders,1,Management (evening attendance),Evening,Technological specialization course,150.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",150.0,No,No,No,Yes,Female,No,31,No,2,6,8,6,12.0,0,2,7,8,7,13.428571428571429,0,9.4,-0.8,-3.12,Enrolled,0938
Single,1st phase - General Contingent,1,Journalism and Communication,Daytime,Secondary education,145.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Administrative staff,Armed Forces Professions,131.7,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,12.666666666666666,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Enrolled,0939
Divorced,Over 23 years old,1,Social Services (evening attendance),Evening,Basic education 3rd cycle (9/10/11th year) or equiv,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Other Situation,"Skilled Workers in Industry, Construction and Craftsmen",110.0,No,No,No,No,Female,No,31,No,0,6,8,5,11.4,0,0,6,9,3,11.0,0,9.4,-0.8,-3.12,Dropout,0940
Single,1st phase - General Contingent,3,Journalism and Communication,Daytime,Secondary education,110.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",105.5,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,13.0,0,0,6,8,5,12.4,0,12.4,0.5,1.79,Graduate,0941
Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary education,128.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Administrative staff,127.3,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,14.0,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,Graduate,0942
Married,Over 23 years old,1,Social Service,Daytime,Basic education 3rd cycle (9/10/11th year) or equiv,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,130.0,Yes,No,No,Yes,Female,No,31,No,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0943
Single,Holders of other higher courser,1,Veterinary Nursing,Daytime,Higher education - degree,130.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Armed Forces Professions,130.0,No,No,No,Yes,Female,No,34,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0944
Single,1st phase - Special Contingent (Madeira Island),1,Oral Hygiene,Daytime,Secondary education,137.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",122.7,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,15.285714285714286,0,0,8,8,8,16.075,0,12.4,0.5,1.79,Graduate,0945
Single,2nd phase - General Contingent,2,Tourism,Daytime,Secondary education,123.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",113.9,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate,0946
Single,1st phase - General Contingent,1,Management,Daytime,Secondary education,156.0,Portuguese,Higher education - degree,Basic education 3rd cycle (9/10/11th year) or equiv,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,151.1,No,No,Yes,Yes,Male,No,19,No,0,5,7,5,13.6,0,0,5,11,5,12.833333333333334,5,16.2,0.3,-0.92,Graduate,0947
Single,2nd phase - General Contingent,2,Journalism and Communication,Daytime,Secondary education,133.1,Portuguese,Higher education - degree,Higher education - doctorate,Student,Specialists in Intellectual and Scientific Activities,125.8,Yes,No,No,No,Male,Yes,22,No,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,Dropout,0948
Married,Change of course,1,Advertising and Marketing Management,Daytime,Secondary education,100.0,Portuguese,Unknown,Unknown,Student,Student,128.2,No,No,No,Yes,Male,No,32,No,6,10,12,10,11.4,0,4,9,9,4,11.5,0,7.6,2.6,0.32,Graduate,0949
Single,Over 23 years old,1,Management,Daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Higher education - degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,135.1,No,No,No,Yes,Male,No,61,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0950
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,120.2,Yes,No,No,Yes,Male,No,30,No,0,5,7,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate,0951
